,neighborhood,borough,area,overall,category,score,rating,dwelling,lat,long,size,grade,dwelling_bins
12,Birchcliffe-Cliffside,Scarborough,122.0,73.81249999999999,Work,2.0,Fair,522905.0,43.694681978599995,-79.2650925923,0.0625,C,"(500000, 525000]"
14,Blake-Jones,East York,69.0,70.21875,Work,2.0,Fair,571246.0,43.67617287979999,-79.3373941732,0.0625,C,"(550000, 575000]"
15,Briar Hill-Belgravia,York,108.0,71.28125,Work,2.0,Fair,373937.0,43.699024381,-79.4528512962,0.0625,C,"(350000, 375000]"
17,Broadview North,East York,57.0,70.71875000000001,Work,2.0,Fair,518555.0,43.688825119200004,-79.3556295118,0.0625,C,"(500000, 525000]"
19,Cabbagetown-South St.James Town,Downtown Toronto,71.0,70.78125,Work,2.0,Fair,537025.0,43.667647727399995,-79.36610665810001,0.0625,C,"(525000, 550000]"
26,Cliffcrest,Scarborough,123.0,70.46875,Work,2.0,Fair,542218.0,43.7211211669,-79.2355295687,0.0625,C,"(525000, 550000]"
30,Don Valley Village,North York,47.0,70.71875,Work,2.0,Fair,478489.0,43.783293686899995,-79.3536441306,0.0625,C,"(475000, 500000]"
31,Dorset Park,Scarborough,126.0,70.625,Work,2.0,Fair,279189.0,43.759274372700006,-79.2789079388,0.0625,C,"(250000, 300000]"
32,Dovercourt-Wallace Emerson-Juncti,West Toronto,93.0,74.0625,Work,3.0,Good,512789.0,43.6656769317,-79.4385406986,0.0625,C,"(500000, 525000]"
35,East End-Danforth,Downtown Toronto,62.0,70.625,Work,2.0,Fair,535867.0,43.684173877700005,-79.2993586723,0.0625,C,"(525000, 550000]"
36,Edenbridge-Humber Valley,Etobicoke,9.0,71.78125,Work,3.0,Good,873268.0,43.6708859094,-79.5224577643,0.0625,C,"(850000, 900000]"
46,Greenwood-Coxwell,East Toronto,65.0,73.40625,Work,3.0,Good,490920.0,43.6726123109,-79.3243180234,0.0625,C,"(475000, 500000]"
49,High Park North,West Toronto,88.0,74.96875,Work,3.0,Good,609689.0,43.6575649139,-79.4663021661,0.0625,C,"(600000, 625000]"
54,Humber Summit,North York,21.0,70.625,Work,2.0,Fair,354381.0,43.7563033,-79.5659633,0.0625,C,"(350000, 375000]"
59,Junction Area,West Toronto,90.0,70.0625,Work,4.0,Excellent,532997.0,43.6678897668,-79.47143987359999,0.0625,C,"(525000, 550000]"
60,Keelesdale-Eglinton West,York,110.0,71.03124999999999,Work,2.0,Fair,373029.0,43.6857274725,-79.4714371062,0.0625,C,"(350000, 375000]"
62,Kensington-Chinatown,Downtown Toronto,78.0,70.21875,Work,2.0,Fair,477989.0,43.653554131599996,-79.3972398768,0.0625,C,"(475000, 500000]"
71,Little Portugal,West Toronto,84.0,74.31249999999999,Work,3.0,Good,514960.0,43.6475359304,-79.4303227131,0.0625,C,"(500000, 525000]"
73,Malvern,Scarborough,132.0,71.4375,Work,1.0,Poor,256488.0,43.8036581967,-79.22251661899999,0.0625,C,"(250000, 300000]"
74,Maple Leaf,North York,29.0,74.40624999999999,Work,2.0,Fair,540741.0,43.7155739408,-79.48075801739999,0.0625,C,"(525000, 550000]"
78,Morningside,Scarborough,135.0,70.875,Work,1.0,Poor,289646.0,43.782398614499996,-79.2070411878,0.0625,C,"(250000, 300000]"
79,Moss Park,Downtown Toronto,73.0,74.21875000000001,Work,3.0,Good,457524.0,43.6565176231,-79.3672970317,0.0625,C,"(450000, 475000]"
85,Newtonbrook East,North York,50.0,74.15625,Work,2.0,Fair,626626.0,43.791535791,-79.4059374472,0.0625,C,"(625000, 650000]"
94,Palmerston-Little Italy,Downtown Toronto,80.0,70.0625,Work,3.0,Good,781568.0,43.6591571037,-79.41840872739999,0.0625,C,"(750000, 800000]"
99,Princess-Rosethorn,Etobicoke,10.0,73.90625,Work,3.0,Good,971668.0,43.666050604300004,-79.5445592919,0.0625,C,"(900000, 1000000]"
103,Roncesvalles,West Toronto,86.0,70.21875000000001,Work,3.0,Good,581425.0,43.646122994399995,-79.4429924472,0.0625,C,"(575000, 600000]"
118,Thorncliffe Park,East York,55.0,71.53125,Work,1.0,Poor,313618.0,43.707749211899994,-79.3499836075,0.0625,C,"(300000, 325000]"
124,West Humber-Clairville,Etobicoke,1.0,70.625,Work,2.0,Fair,317508.0,43.7161804033,-79.59635645350001,0.0625,C,"(300000, 325000]"
135,Wychwood,Central Toronto,94.0,70.87500000000001,Work,4.0,Excellent,656868.0,43.6769192679,-79.425514947,0.0625,C,"(650000, 675000]"
139,Yorkdale-Glen Park,North York,31.0,74.21875,Work,2.0,Fair,421045.0,43.714671529300006,-79.4571080738,0.0625,C,"(400000, 425000]"
1,Agincourt South-Malvern West,Scarborough,128.0,74.21874999999999,Health,2.0,Fair,332710.0,43.788657551099995,-79.2656117966,0.0625,C,"(325000, 350000]"
8,Bayview Woods-Steeles,North York,49.0,70.40624999999999,Health,2.0,Fair,784397.0,43.7968018666,-79.3821179542,0.0625,C,"(750000, 800000]"
11,Bendale,Scarborough,127.0,70.625,Health,3.0,Good,329355.0,43.7603663086,-79.2574003723,0.0625,C,"(325000, 350000]"
12,Birchcliffe-Cliffside,Scarborough,122.0,73.81249999999999,Health,3.0,Good,522905.0,43.694681978599995,-79.2650925923,0.0625,C,"(500000, 525000]"
14,Blake-Jones,East York,69.0,70.21875,Health,2.0,Fair,571246.0,43.67617287979999,-79.3373941732,0.0625,C,"(550000, 575000]"
15,Briar Hill-Belgravia,York,108.0,71.28125,Health,3.0,Good,373937.0,43.699024381,-79.4528512962,0.0625,C,"(350000, 375000]"
17,Broadview North,East York,57.0,70.71875000000001,Health,3.0,Good,518555.0,43.688825119200004,-79.3556295118,0.0625,C,"(500000, 525000]"
19,Cabbagetown-South St.James Town,Downtown Toronto,71.0,70.78125,Health,1.0,Poor,537025.0,43.667647727399995,-79.36610665810001,0.0625,C,"(525000, 550000]"
26,Cliffcrest,Scarborough,123.0,70.46875,Health,3.0,Good,542218.0,43.7211211669,-79.2355295687,0.0625,C,"(525000, 550000]"
30,Don Valley Village,North York,47.0,70.71875,Health,2.0,Fair,478489.0,43.783293686899995,-79.3536441306,0.0625,C,"(475000, 500000]"
31,Dorset Park,Scarborough,126.0,70.625,Health,3.0,Good,279189.0,43.759274372700006,-79.2789079388,0.0625,C,"(250000, 300000]"
32,Dovercourt-Wallace Emerson-Juncti,West Toronto,93.0,74.0625,Health,2.0,Fair,512789.0,43.6656769317,-79.4385406986,0.0625,C,"(500000, 525000]"
35,East End-Danforth,Downtown Toronto,62.0,70.625,Health,2.0,Fair,535867.0,43.684173877700005,-79.2993586723,0.0625,C,"(525000, 550000]"
36,Edenbridge-Humber Valley,Etobicoke,9.0,71.78125,Health,1.0,Poor,873268.0,43.6708859094,-79.5224577643,0.0625,C,"(850000, 900000]"
46,Greenwood-Coxwell,East Toronto,65.0,73.40625,Health,1.0,Poor,490920.0,43.6726123109,-79.3243180234,0.0625,C,"(475000, 500000]"
49,High Park North,West Toronto,88.0,74.96875,Health,1.0,Poor,609689.0,43.6575649139,-79.4663021661,0.0625,C,"(600000, 625000]"
54,Humber Summit,North York,21.0,70.625,Health,3.0,Good,354381.0,43.7563033,-79.5659633,0.0625,C,"(350000, 375000]"
59,Junction Area,West Toronto,90.0,70.0625,Health,1.0,Poor,532997.0,43.6678897668,-79.47143987359999,0.0625,C,"(525000, 550000]"
60,Keelesdale-Eglinton West,York,110.0,71.03124999999999,Health,3.0,Good,373029.0,43.6857274725,-79.4714371062,0.0625,C,"(350000, 375000]"
62,Kensington-Chinatown,Downtown Toronto,78.0,70.21875,Health,2.0,Fair,477989.0,43.653554131599996,-79.3972398768,0.0625,C,"(475000, 500000]"
71,Little Portugal,West Toronto,84.0,74.31249999999999,Health,2.0,Fair,514960.0,43.6475359304,-79.4303227131,0.0625,C,"(500000, 525000]"
73,Malvern,Scarborough,132.0,71.4375,Health,2.0,Fair,256488.0,43.8036581967,-79.22251661899999,0.0625,C,"(250000, 300000]"
74,Maple Leaf,North York,29.0,74.40624999999999,Health,4.0,Excellent,540741.0,43.7155739408,-79.48075801739999,0.0625,C,"(525000, 550000]"
78,Morningside,Scarborough,135.0,70.875,Health,4.0,Excellent,289646.0,43.782398614499996,-79.2070411878,0.0625,C,"(250000, 300000]"
79,Moss Park,Downtown Toronto,73.0,74.21875000000001,Health,1.0,Poor,457524.0,43.6565176231,-79.3672970317,0.0625,C,"(450000, 475000]"
85,Newtonbrook East,North York,50.0,74.15625,Health,3.0,Good,626626.0,43.791535791,-79.4059374472,0.0625,C,"(625000, 650000]"
94,Palmerston-Little Italy,Downtown Toronto,80.0,70.0625,Health,1.0,Poor,781568.0,43.6591571037,-79.41840872739999,0.0625,C,"(750000, 800000]"
99,Princess-Rosethorn,Etobicoke,10.0,73.90625,Health,2.0,Fair,971668.0,43.666050604300004,-79.5445592919,0.0625,C,"(900000, 1000000]"
103,Roncesvalles,West Toronto,86.0,70.21875000000001,Health,1.0,Poor,581425.0,43.646122994399995,-79.4429924472,0.0625,C,"(575000, 600000]"
118,Thorncliffe Park,East York,55.0,71.53125,Health,3.0,Good,313618.0,43.707749211899994,-79.3499836075,0.0625,C,"(300000, 325000]"
124,West Humber-Clairville,Etobicoke,1.0,70.625,Health,3.0,Good,317508.0,43.7161804033,-79.59635645350001,0.0625,C,"(300000, 325000]"
135,Wychwood,Central Toronto,94.0,70.87500000000001,Health,1.0,Poor,656868.0,43.6769192679,-79.425514947,0.0625,C,"(650000, 675000]"
139,Yorkdale-Glen Park,North York,31.0,74.21875,Health,3.0,Good,421045.0,43.714671529300006,-79.4571080738,0.0625,C,"(400000, 425000]"
10,Beechborough-Greenbrook,York,112.0,56.8125,Affordability,3.0,Good,440179.0,43.6932164866,-79.4794725057,0.03125,F,"(425000, 450000]"
13,Black Creek,North York,24.0,50.5,Affordability,4.0,Excellent,235143.0,43.7648902472,-79.5219793188,0.03125,F,"(200000, 250000]"
18,Brookhaven-Amesbury,North York,30.0,54.1875,Affordability,4.0,Excellent,352428.0,43.701326305600006,-79.485589259,0.03125,F,"(350000, 375000]"
20,Caledonia-Fairbank,York,109.0,63.4375,Affordability,3.0,Good,400532.0,43.688568651000004,-79.4552120796,0.03125,F,"(400000, 425000]"
24,Clairlea-Birchmount,Scarborough,120.0,67.03125,Affordability,4.0,Excellent,387912.0,43.713592375,-79.28138178420001,0.03125,F,"(375000, 400000]"
33,Downsview-Roding-CFB,North York,26.0,63.6875,Affordability,3.0,Good,400486.0,43.7332923453,-79.4904973518,0.03125,F,"(400000, 425000]"
34,Dufferin Grove,West Toronto,83.0,63.03125000000001,Affordability,2.0,Fair,502736.0,43.6554283326,-79.4373410365,0.03125,F,"(500000, 525000]"
37,Eglinton East,Scarborough,138.0,57.21874999999999,Affordability,4.0,Excellent,274020.0,43.7409222979,-79.245598036,0.03125,F,"(250000, 300000]"
38,Elms-Old Rexdale,Etobicoke,5.0,64.65625,Affordability,4.0,Excellent,233832.0,43.721518868400004,-79.54898271649999,0.03125,F,"(200000, 250000]"
39,Englemount-Lawrence,North York,32.0,64.25,Affordability,3.0,Good,577889.0,43.7203446653,-79.43740855,0.03125,F,"(575000, 600000]"
42,Flemingdon Park,North York,44.0,64.90625,Affordability,4.0,Excellent,204104.0,43.715929753999994,-79.3326459673,0.03125,F,"(200000, 250000]"
45,Glenfield-Jane Heights,North York,25.0,50.5,Affordability,4.0,Excellent,304262.0,43.745635749799995,-79.5134653159,0.03125,F,"(300000, 325000]"
55,Humbermede,North York,22.0,64.0,Affordability,4.0,Excellent,314721.0,43.7434295175,-79.5423671192,0.03125,F,"(300000, 325000]"
57,Ionview,Scarborough,125.0,57.62500000000001,Affordability,4.0,Excellent,330109.0,43.735364407700004,-79.27247049420001,0.03125,F,"(325000, 350000]"
61,Kennedy Park,Scarborough,124.0,63.84375,Affordability,4.0,Excellent,293600.0,43.725555723199996,-79.2603822071,0.03125,F,"(250000, 300000]"
63,Kingsview Village-The Westway,Etobicoke,6.0,67.84374999999999,Affordability,4.0,Excellent,292861.0,43.698992572200005,-79.5478633059,0.03125,F,"(250000, 300000]"
80,Mount Dennis,York,115.0,60.40624999999999,Affordability,4.0,Excellent,273418.0,43.6881440868,-79.4999890581,0.03125,F,"(250000, 300000]"
81,Mount Olive-Silverstone-Jamestown,Etobicoke,2.0,61.21875,Affordability,4.0,Excellent,251119.0,43.7468678027,-79.58725926460001,0.03125,F,"(250000, 300000]"
84,New Toronto,Etobicoke,18.0,59.84374999999999,Affordability,3.0,Good,460811.0,43.6005885981,-79.5103580889,0.03125,F,"(450000, 475000]"
86,Newtonbrook West,North York,36.0,63.12500000000001,Affordability,2.0,Fair,557468.0,43.789053,-79.4084928,0.03125,F,"(550000, 575000]"
89,North St.James Town,Downtown Toronto,74.0,62.21875,Affordability,1.0,Poor,489366.0,43.6696234081,-79.3752465775,0.03125,F,"(475000, 500000]"
90,O'Connor-Parkview,East York,54.0,53.625,Affordability,3.0,Good,538203.0,43.6974081338,-79.2797083433,0.03125,F,"(525000, 550000]"
91,Oakridge,Scarborough,121.0,60.15625,Affordability,3.0,Good,347446.0,43.6885655593,-79.4397854793,0.03125,F,"(325000, 350000]"
92,Oakwood Village,York,107.0,63.4375,Affordability,3.0,Good,482040.0,43.7068004906,-79.3122277655,0.03125,F,"(475000, 500000]"
97,Playter Estates-Danforth,East Toronto,67.0,63.03125000000001,Affordability,2.0,Fair,842668.0,43.6797004697,-79.3548872857,0.03125,F,"(800000, 850000]"
100,Regent Park,Downtown Toronto,72.0,59.43750000000001,Affordability,1.0,Poor,484444.0,43.659992142200004,-79.3605088051,0.03125,F,"(475000, 500000]"
101,Rexdale-Kipling,Etobicoke,4.0,67.84375,Affordability,4.0,Excellent,392271.0,43.723725477200006,-79.5662284127,0.03125,F,"(375000, 400000]"
102,Rockcliffe-Smythe,York,111.0,63.84375,Affordability,4.0,Excellent,353967.0,43.6747904521,-79.4944204513,0.03125,F,"(350000, 375000]"
107,Rustic,North York,28.0,67.53125,Affordability,2.0,Fair,493442.0,43.7116091166,-79.4980914696,0.03125,F,"(475000, 500000]"
108,Scarborough Village,Scarborough,139.0,53.78124999999999,Affordability,4.0,Excellent,356096.0,43.7386518596,-79.216812619,0.03125,F,"(350000, 375000]"
109,South Parkdale,West Toronto,85.0,59.03125,Affordability,1.0,Poor,500054.0,43.6366995242,-79.43933783119999,0.03125,F,"(500000, 525000]"
114,Tam O'Shanter-Sullivan,Scarborough,118.0,68.09375,Affordability,3.0,Good,411143.0,43.7801298547,-79.3029187122,0.03125,F,"(400000, 425000]"
115,Taylor-Massey,East York,61.0,64.25,Affordability,4.0,Excellent,254151.0,43.6949981893,-79.2959011188,0.03125,F,"(250000, 300000]"
117,Thistletown-Beaumond Heights,Etobicoke,3.0,68.0,Affordability,4.0,Excellent,414216.0,43.737987917299996,-79.56349101720001,0.03125,F,"(400000, 425000]"
119,Trinity-Bellwoods,West Toronto,81.0,68.84374999999999,Affordability,1.0,Poor,723909.0,43.6501763,-79.4153421634,0.03125,F,"(700000, 750000]"
120,University,Downtown Toronto,79.0,62.78125,Affordability,2.0,Fair,773920.0,43.6625062026,-79.401179748,0.03125,F,"(750000, 800000]"
121,Victoria Village,North York,43.0,67.84375,Affordability,4.0,Excellent,365107.0,43.728489019399994,-79.31487382649999,0.03125,F,"(350000, 375000]"
123,West Hill,Scarborough,136.0,63.59374999999999,Affordability,4.0,Excellent,308229.0,43.7674902567,-79.1766760264,0.03125,F,"(300000, 325000]"
126,Weston,York,113.0,57.125,Affordability,4.0,Excellent,280187.0,43.702716046300004,-79.5157225505,0.03125,F,"(250000, 300000]"
127,Weston-Pellam Park,West Toronto,91.0,60.15625,Affordability,4.0,Excellent,382119.0,43.67396203770001,-79.4602439114,0.03125,F,"(375000, 400000]"
128,Wexford/Maryvale,Scarborough,119.0,63.59375000000001,Affordability,3.0,Good,422689.0,43.7485721411,-79.2986365699,0.03125,F,"(400000, 425000]"
131,Willowridge-Martingrove-Richview,Etobicoke,7.0,67.28125,Affordability,3.0,Good,511637.0,43.6889054,-79.5547244,0.03125,F,"(500000, 525000]"
132,Woburn,Scarborough,137.0,67.84375,Affordability,4.0,Excellent,316584.0,43.766740239300006,-79.2285857671,0.03125,F,"(300000, 325000]"
138,York University Heights,North York,27.0,49.93749999999999,Affordability,3.0,Good,359372.0,43.765736490900004,-79.4888829298,0.03125,F,"(350000, 375000]"
10,Beechborough-Greenbrook,York,112.0,56.8125,Safety,1.0,Poor,440179.0,43.6932164866,-79.4794725057,0.03125,F,"(425000, 450000]"
13,Black Creek,North York,24.0,50.5,Safety,1.0,Poor,235143.0,43.7648902472,-79.5219793188,0.03125,F,"(200000, 250000]"
18,Brookhaven-Amesbury,North York,30.0,54.1875,Safety,2.0,Fair,352428.0,43.701326305600006,-79.485589259,0.03125,F,"(350000, 375000]"
20,Caledonia-Fairbank,York,109.0,63.4375,Safety,2.0,Fair,400532.0,43.688568651000004,-79.4552120796,0.03125,F,"(400000, 425000]"
24,Clairlea-Birchmount,Scarborough,120.0,67.03125,Safety,1.0,Poor,387912.0,43.713592375,-79.28138178420001,0.03125,F,"(375000, 400000]"
33,Downsview-Roding-CFB,North York,26.0,63.6875,Safety,1.0,Poor,400486.0,43.7332923453,-79.4904973518,0.03125,F,"(400000, 425000]"
34,Dufferin Grove,West Toronto,83.0,63.03125000000001,Safety,1.0,Poor,502736.0,43.6554283326,-79.4373410365,0.03125,F,"(500000, 525000]"
37,Eglinton East,Scarborough,138.0,57.21874999999999,Safety,1.0,Poor,274020.0,43.7409222979,-79.245598036,0.03125,F,"(250000, 300000]"
38,Elms-Old Rexdale,Etobicoke,5.0,64.65625,Safety,2.0,Fair,233832.0,43.721518868400004,-79.54898271649999,0.03125,F,"(200000, 250000]"
39,Englemount-Lawrence,North York,32.0,64.25,Safety,2.0,Fair,577889.0,43.7203446653,-79.43740855,0.03125,F,"(575000, 600000]"
42,Flemingdon Park,North York,44.0,64.90625,Safety,3.0,Good,204104.0,43.715929753999994,-79.3326459673,0.03125,F,"(200000, 250000]"
45,Glenfield-Jane Heights,North York,25.0,50.5,Safety,1.0,Poor,304262.0,43.745635749799995,-79.5134653159,0.03125,F,"(300000, 325000]"
55,Humbermede,North York,22.0,64.0,Safety,1.0,Poor,314721.0,43.7434295175,-79.5423671192,0.03125,F,"(300000, 325000]"
57,Ionview,Scarborough,125.0,57.62500000000001,Safety,2.0,Fair,330109.0,43.735364407700004,-79.27247049420001,0.03125,F,"(325000, 350000]"
61,Kennedy Park,Scarborough,124.0,63.84375,Safety,1.0,Poor,293600.0,43.725555723199996,-79.2603822071,0.03125,F,"(250000, 300000]"
63,Kingsview Village-The Westway,Etobicoke,6.0,67.84374999999999,Safety,2.0,Fair,292861.0,43.698992572200005,-79.5478633059,0.03125,F,"(250000, 300000]"
80,Mount Dennis,York,115.0,60.40624999999999,Safety,1.0,Poor,273418.0,43.6881440868,-79.4999890581,0.03125,F,"(250000, 300000]"
81,Mount Olive-Silverstone-Jamestown,Etobicoke,2.0,61.21875,Safety,2.0,Fair,251119.0,43.7468678027,-79.58725926460001,0.03125,F,"(250000, 300000]"
84,New Toronto,Etobicoke,18.0,59.84374999999999,Safety,1.0,Poor,460811.0,43.6005885981,-79.5103580889,0.03125,F,"(450000, 475000]"
86,Newtonbrook West,North York,36.0,63.12500000000001,Safety,2.0,Fair,557468.0,43.789053,-79.4084928,0.03125,F,"(550000, 575000]"
89,North St.James Town,Downtown Toronto,74.0,62.21875,Safety,1.0,Poor,489366.0,43.6696234081,-79.3752465775,0.03125,F,"(475000, 500000]"
90,O'Connor-Parkview,East York,54.0,53.625,Safety,2.0,Fair,538203.0,43.6974081338,-79.2797083433,0.03125,F,"(525000, 550000]"
91,Oakridge,Scarborough,121.0,60.15625,Safety,1.0,Poor,347446.0,43.6885655593,-79.4397854793,0.03125,F,"(325000, 350000]"
92,Oakwood Village,York,107.0,63.4375,Safety,2.0,Fair,482040.0,43.7068004906,-79.3122277655,0.03125,F,"(475000, 500000]"
97,Playter Estates-Danforth,East Toronto,67.0,63.03125000000001,Safety,1.0,Poor,842668.0,43.6797004697,-79.3548872857,0.03125,F,"(800000, 850000]"
100,Regent Park,Downtown Toronto,72.0,59.43750000000001,Safety,2.0,Fair,484444.0,43.659992142200004,-79.3605088051,0.03125,F,"(475000, 500000]"
101,Rexdale-Kipling,Etobicoke,4.0,67.84375,Safety,2.0,Fair,392271.0,43.723725477200006,-79.5662284127,0.03125,F,"(375000, 400000]"
102,Rockcliffe-Smythe,York,111.0,63.84375,Safety,1.0,Poor,353967.0,43.6747904521,-79.4944204513,0.03125,F,"(350000, 375000]"
107,Rustic,North York,28.0,67.53125,Safety,3.0,Good,493442.0,43.7116091166,-79.4980914696,0.03125,F,"(475000, 500000]"
108,Scarborough Village,Scarborough,139.0,53.78124999999999,Safety,1.0,Poor,356096.0,43.7386518596,-79.216812619,0.03125,F,"(350000, 375000]"
109,South Parkdale,West Toronto,85.0,59.03125,Safety,1.0,Poor,500054.0,43.6366995242,-79.43933783119999,0.03125,F,"(500000, 525000]"
114,Tam O'Shanter-Sullivan,Scarborough,118.0,68.09375,Safety,4.0,Excellent,411143.0,43.7801298547,-79.3029187122,0.03125,F,"(400000, 425000]"
115,Taylor-Massey,East York,61.0,64.25,Safety,2.0,Fair,254151.0,43.6949981893,-79.2959011188,0.03125,F,"(250000, 300000]"
