,neighborhood,borough,area,overall,category,score,rating,dwelling,lat,long,size,grade,dwelling_bins
117,Thistletown-Beaumond Heights,Etobicoke,3.0,68.0,Safety,3.0,Good,414216.0,43.737987917299996,-79.56349101720001,0.03125,F,"(400000, 425000]"
119,Trinity-Bellwoods,West Toronto,81.0,68.84374999999999,Safety,1.0,Poor,723909.0,43.6501763,-79.4153421634,0.03125,F,"(700000, 750000]"
120,University,Downtown Toronto,79.0,62.78125,Safety,1.0,Poor,773920.0,43.6625062026,-79.401179748,0.03125,F,"(750000, 800000]"
121,Victoria Village,North York,43.0,67.84375,Safety,2.0,Fair,365107.0,43.728489019399994,-79.31487382649999,0.03125,F,"(350000, 375000]"
123,West Hill,Scarborough,136.0,63.59374999999999,Safety,1.0,Poor,308229.0,43.7674902567,-79.1766760264,0.03125,F,"(300000, 325000]"
126,Weston,York,113.0,57.125,Safety,1.0,Poor,280187.0,43.702716046300004,-79.5157225505,0.03125,F,"(250000, 300000]"
127,Weston-Pellam Park,West Toronto,91.0,60.15625,Safety,1.0,Poor,382119.0,43.67396203770001,-79.4602439114,0.03125,F,"(375000, 400000]"
128,Wexford/Maryvale,Scarborough,119.0,63.59375000000001,Safety,2.0,Fair,422689.0,43.7485721411,-79.2986365699,0.03125,F,"(400000, 425000]"
131,Willowridge-Martingrove-Richview,Etobicoke,7.0,67.28125,Safety,2.0,Fair,511637.0,43.6889054,-79.5547244,0.03125,F,"(500000, 525000]"
132,Woburn,Scarborough,137.0,67.84375,Safety,2.0,Fair,316584.0,43.766740239300006,-79.2285857671,0.03125,F,"(300000, 325000]"
138,York University Heights,North York,27.0,49.93749999999999,Safety,1.0,Poor,359372.0,43.765736490900004,-79.4888829298,0.03125,F,"(350000, 375000]"
10,Beechborough-Greenbrook,York,112.0,56.8125,Commute,3.0,Good,440179.0,43.6932164866,-79.4794725057,0.03125,F,"(425000, 450000]"
13,Black Creek,North York,24.0,50.5,Commute,3.0,Good,235143.0,43.7648902472,-79.5219793188,0.03125,F,"(200000, 250000]"
18,Brookhaven-Amesbury,North York,30.0,54.1875,Commute,2.0,Fair,352428.0,43.701326305600006,-79.485589259,0.03125,F,"(350000, 375000]"
20,Caledonia-Fairbank,York,109.0,63.4375,Commute,2.0,Fair,400532.0,43.688568651000004,-79.4552120796,0.03125,F,"(400000, 425000]"
24,Clairlea-Birchmount,Scarborough,120.0,67.03125,Commute,2.0,Fair,387912.0,43.713592375,-79.28138178420001,0.03125,F,"(375000, 400000]"
33,Downsview-Roding-CFB,North York,26.0,63.6875,Commute,3.0,Good,400486.0,43.7332923453,-79.4904973518,0.03125,F,"(400000, 425000]"
34,Dufferin Grove,West Toronto,83.0,63.03125000000001,Commute,4.0,Excellent,502736.0,43.6554283326,-79.4373410365,0.03125,F,"(500000, 525000]"
37,Eglinton East,Scarborough,138.0,57.21874999999999,Commute,2.0,Fair,274020.0,43.7409222979,-79.245598036,0.03125,F,"(250000, 300000]"
38,Elms-Old Rexdale,Etobicoke,5.0,64.65625,Commute,3.0,Good,233832.0,43.721518868400004,-79.54898271649999,0.03125,F,"(200000, 250000]"
39,Englemount-Lawrence,North York,32.0,64.25,Commute,4.0,Excellent,577889.0,43.7203446653,-79.43740855,0.03125,F,"(575000, 600000]"
42,Flemingdon Park,North York,44.0,64.90625,Commute,2.0,Fair,204104.0,43.715929753999994,-79.3326459673,0.03125,F,"(200000, 250000]"
45,Glenfield-Jane Heights,North York,25.0,50.5,Commute,3.0,Good,304262.0,43.745635749799995,-79.5134653159,0.03125,F,"(300000, 325000]"
55,Humbermede,North York,22.0,64.0,Commute,3.0,Good,314721.0,43.7434295175,-79.5423671192,0.03125,F,"(300000, 325000]"
57,Ionview,Scarborough,125.0,57.62500000000001,Commute,2.0,Fair,330109.0,43.735364407700004,-79.27247049420001,0.03125,F,"(325000, 350000]"
61,Kennedy Park,Scarborough,124.0,63.84375,Commute,2.0,Fair,293600.0,43.725555723199996,-79.2603822071,0.03125,F,"(250000, 300000]"
63,Kingsview Village-The Westway,Etobicoke,6.0,67.84374999999999,Commute,3.0,Good,292861.0,43.698992572200005,-79.5478633059,0.03125,F,"(250000, 300000]"
80,Mount Dennis,York,115.0,60.40624999999999,Commute,2.0,Fair,273418.0,43.6881440868,-79.4999890581,0.03125,F,"(250000, 300000]"
81,Mount Olive-Silverstone-Jamestown,Etobicoke,2.0,61.21875,Commute,3.0,Good,251119.0,43.7468678027,-79.58725926460001,0.03125,F,"(250000, 300000]"
84,New Toronto,Etobicoke,18.0,59.84374999999999,Commute,2.0,Fair,460811.0,43.6005885981,-79.5103580889,0.03125,F,"(450000, 475000]"
86,Newtonbrook West,North York,36.0,63.12500000000001,Commute,2.0,Fair,557468.0,43.789053,-79.4084928,0.03125,F,"(550000, 575000]"
89,North St.James Town,Downtown Toronto,74.0,62.21875,Commute,4.0,Excellent,489366.0,43.6696234081,-79.3752465775,0.03125,F,"(475000, 500000]"
90,O'Connor-Parkview,East York,54.0,53.625,Commute,2.0,Fair,538203.0,43.6974081338,-79.2797083433,0.03125,F,"(525000, 550000]"
91,Oakridge,Scarborough,121.0,60.15625,Commute,4.0,Excellent,347446.0,43.6885655593,-79.4397854793,0.03125,F,"(325000, 350000]"
92,Oakwood Village,York,107.0,63.4375,Commute,2.0,Fair,482040.0,43.7068004906,-79.3122277655,0.03125,F,"(475000, 500000]"
97,Playter Estates-Danforth,East Toronto,67.0,63.03125000000001,Commute,4.0,Excellent,842668.0,43.6797004697,-79.3548872857,0.03125,F,"(800000, 850000]"
100,Regent Park,Downtown Toronto,72.0,59.43750000000001,Commute,4.0,Excellent,484444.0,43.659992142200004,-79.3605088051,0.03125,F,"(475000, 500000]"
101,Rexdale-Kipling,Etobicoke,4.0,67.84375,Commute,3.0,Good,392271.0,43.723725477200006,-79.5662284127,0.03125,F,"(375000, 400000]"
102,Rockcliffe-Smythe,York,111.0,63.84375,Commute,2.0,Fair,353967.0,43.6747904521,-79.4944204513,0.03125,F,"(350000, 375000]"
107,Rustic,North York,28.0,67.53125,Commute,4.0,Excellent,493442.0,43.7116091166,-79.4980914696,0.03125,F,"(475000, 500000]"
108,Scarborough Village,Scarborough,139.0,53.78124999999999,Commute,2.0,Fair,356096.0,43.7386518596,-79.216812619,0.03125,F,"(350000, 375000]"
109,South Parkdale,West Toronto,85.0,59.03125,Commute,4.0,Excellent,500054.0,43.6366995242,-79.43933783119999,0.03125,F,"(500000, 525000]"
114,Tam O'Shanter-Sullivan,Scarborough,118.0,68.09375,Commute,3.0,Good,411143.0,43.7801298547,-79.3029187122,0.03125,F,"(400000, 425000]"
115,Taylor-Massey,East York,61.0,64.25,Commute,2.0,Fair,254151.0,43.6949981893,-79.2959011188,0.03125,F,"(250000, 300000]"
117,Thistletown-Beaumond Heights,Etobicoke,3.0,68.0,Commute,3.0,Good,414216.0,43.737987917299996,-79.56349101720001,0.03125,F,"(400000, 425000]"
119,Trinity-Bellwoods,West Toronto,81.0,68.84374999999999,Commute,4.0,Excellent,723909.0,43.6501763,-79.4153421634,0.03125,F,"(700000, 750000]"
120,University,Downtown Toronto,79.0,62.78125,Commute,4.0,Excellent,773920.0,43.6625062026,-79.401179748,0.03125,F,"(750000, 800000]"
121,Victoria Village,North York,43.0,67.84375,Commute,3.0,Good,365107.0,43.728489019399994,-79.31487382649999,0.03125,F,"(350000, 375000]"
123,West Hill,Scarborough,136.0,63.59374999999999,Commute,2.0,Fair,308229.0,43.7674902567,-79.1766760264,0.03125,F,"(300000, 325000]"
126,Weston,York,113.0,57.125,Commute,3.0,Good,280187.0,43.702716046300004,-79.5157225505,0.03125,F,"(250000, 300000]"
127,Weston-Pellam Park,West Toronto,91.0,60.15625,Commute,2.0,Fair,382119.0,43.67396203770001,-79.4602439114,0.03125,F,"(375000, 400000]"
128,Wexford/Maryvale,Scarborough,119.0,63.59375000000001,Commute,3.0,Good,422689.0,43.7485721411,-79.2986365699,0.03125,F,"(400000, 425000]"
131,Willowridge-Martingrove-Richview,Etobicoke,7.0,67.28125,Commute,3.0,Good,511637.0,43.6889054,-79.5547244,0.03125,F,"(500000, 525000]"
132,Woburn,Scarborough,137.0,67.84375,Commute,3.0,Good,316584.0,43.766740239300006,-79.2285857671,0.03125,F,"(300000, 325000]"
138,York University Heights,North York,27.0,49.93749999999999,Commute,3.0,Good,359372.0,43.765736490900004,-79.4888829298,0.03125,F,"(350000, 375000]"
10,Beechborough-Greenbrook,York,112.0,56.8125,Work,1.0,Poor,440179.0,43.6932164866,-79.4794725057,0.03125,F,"(425000, 450000]"
13,Black Creek,North York,24.0,50.5,Work,1.0,Poor,235143.0,43.7648902472,-79.5219793188,0.03125,F,"(200000, 250000]"
18,Brookhaven-Amesbury,North York,30.0,54.1875,Work,1.0,Poor,352428.0,43.701326305600006,-79.485589259,0.03125,F,"(350000, 375000]"
20,Caledonia-Fairbank,York,109.0,63.4375,Work,3.0,Good,400532.0,43.688568651000004,-79.4552120796,0.03125,F,"(400000, 425000]"
24,Clairlea-Birchmount,Scarborough,120.0,67.03125,Work,2.0,Fair,387912.0,43.713592375,-79.28138178420001,0.03125,F,"(375000, 400000]"
33,Downsview-Roding-CFB,North York,26.0,63.6875,Work,3.0,Good,400486.0,43.7332923453,-79.4904973518,0.03125,F,"(400000, 425000]"
34,Dufferin Grove,West Toronto,83.0,63.03125000000001,Work,3.0,Good,502736.0,43.6554283326,-79.4373410365,0.03125,F,"(500000, 525000]"
37,Eglinton East,Scarborough,138.0,57.21874999999999,Work,1.0,Poor,274020.0,43.7409222979,-79.245598036,0.03125,F,"(250000, 300000]"
38,Elms-Old Rexdale,Etobicoke,5.0,64.65625,Work,1.0,Poor,233832.0,43.721518868400004,-79.54898271649999,0.03125,F,"(200000, 250000]"
39,Englemount-Lawrence,North York,32.0,64.25,Work,2.0,Fair,577889.0,43.7203446653,-79.43740855,0.03125,F,"(575000, 600000]"
42,Flemingdon Park,North York,44.0,64.90625,Work,1.0,Poor,204104.0,43.715929753999994,-79.3326459673,0.03125,F,"(200000, 250000]"
45,Glenfield-Jane Heights,North York,25.0,50.5,Work,1.0,Poor,304262.0,43.745635749799995,-79.5134653159,0.03125,F,"(300000, 325000]"
55,Humbermede,North York,22.0,64.0,Work,1.0,Poor,314721.0,43.7434295175,-79.5423671192,0.03125,F,"(300000, 325000]"
57,Ionview,Scarborough,125.0,57.62500000000001,Work,2.0,Fair,330109.0,43.735364407700004,-79.27247049420001,0.03125,F,"(325000, 350000]"
61,Kennedy Park,Scarborough,124.0,63.84375,Work,2.0,Fair,293600.0,43.725555723199996,-79.2603822071,0.03125,F,"(250000, 300000]"
63,Kingsview Village-The Westway,Etobicoke,6.0,67.84374999999999,Work,2.0,Fair,292861.0,43.698992572200005,-79.5478633059,0.03125,F,"(250000, 300000]"
80,Mount Dennis,York,115.0,60.40624999999999,Work,1.0,Poor,273418.0,43.6881440868,-79.4999890581,0.03125,F,"(250000, 300000]"
81,Mount Olive-Silverstone-Jamestown,Etobicoke,2.0,61.21875,Work,1.0,Poor,251119.0,43.7468678027,-79.58725926460001,0.03125,F,"(250000, 300000]"
84,New Toronto,Etobicoke,18.0,59.84374999999999,Work,2.0,Fair,460811.0,43.6005885981,-79.5103580889,0.03125,F,"(450000, 475000]"
86,Newtonbrook West,North York,36.0,63.12500000000001,Work,2.0,Fair,557468.0,43.789053,-79.4084928,0.03125,F,"(550000, 575000]"
89,North St.James Town,Downtown Toronto,74.0,62.21875,Work,1.0,Poor,489366.0,43.6696234081,-79.3752465775,0.03125,F,"(475000, 500000]"
90,O'Connor-Parkview,East York,54.0,53.625,Work,1.0,Poor,538203.0,43.6974081338,-79.2797083433,0.03125,F,"(525000, 550000]"
91,Oakridge,Scarborough,121.0,60.15625,Work,1.0,Poor,347446.0,43.6885655593,-79.4397854793,0.03125,F,"(325000, 350000]"
92,Oakwood Village,York,107.0,63.4375,Work,3.0,Good,482040.0,43.7068004906,-79.3122277655,0.03125,F,"(475000, 500000]"
97,Playter Estates-Danforth,East Toronto,67.0,63.03125000000001,Work,3.0,Good,842668.0,43.6797004697,-79.3548872857,0.03125,F,"(800000, 850000]"
100,Regent Park,Downtown Toronto,72.0,59.43750000000001,Work,2.0,Fair,484444.0,43.659992142200004,-79.3605088051,0.03125,F,"(475000, 500000]"
101,Rexdale-Kipling,Etobicoke,4.0,67.84375,Work,1.0,Poor,392271.0,43.723725477200006,-79.5662284127,0.03125,F,"(375000, 400000]"
102,Rockcliffe-Smythe,York,111.0,63.84375,Work,2.0,Fair,353967.0,43.6747904521,-79.4944204513,0.03125,F,"(350000, 375000]"
107,Rustic,North York,28.0,67.53125,Work,2.0,Fair,493442.0,43.7116091166,-79.4980914696,0.03125,F,"(475000, 500000]"
108,Scarborough Village,Scarborough,139.0,53.78124999999999,Work,1.0,Poor,356096.0,43.7386518596,-79.216812619,0.03125,F,"(350000, 375000]"
109,South Parkdale,West Toronto,85.0,59.03125,Work,2.0,Fair,500054.0,43.6366995242,-79.43933783119999,0.03125,F,"(500000, 525000]"
114,Tam O'Shanter-Sullivan,Scarborough,118.0,68.09375,Work,2.0,Fair,411143.0,43.7801298547,-79.3029187122,0.03125,F,"(400000, 425000]"
115,Taylor-Massey,East York,61.0,64.25,Work,1.0,Poor,254151.0,43.6949981893,-79.2959011188,0.03125,F,"(250000, 300000]"
117,Thistletown-Beaumond Heights,Etobicoke,3.0,68.0,Work,1.0,Poor,414216.0,43.737987917299996,-79.56349101720001,0.03125,F,"(400000, 425000]"
119,Trinity-Bellwoods,West Toronto,81.0,68.84374999999999,Work,3.0,Good,723909.0,43.6501763,-79.4153421634,0.03125,F,"(700000, 750000]"
120,University,Downtown Toronto,79.0,62.78125,Work,2.0,Fair,773920.0,43.6625062026,-79.401179748,0.03125,F,"(750000, 800000]"
121,Victoria Village,North York,43.0,67.84375,Work,1.0,Poor,365107.0,43.728489019399994,-79.31487382649999,0.03125,F,"(350000, 375000]"
123,West Hill,Scarborough,136.0,63.59374999999999,Work,1.0,Poor,308229.0,43.7674902567,-79.1766760264,0.03125,F,"(300000, 325000]"
126,Weston,York,113.0,57.125,Work,1.0,Poor,280187.0,43.702716046300004,-79.5157225505,0.03125,F,"(250000, 300000]"
127,Weston-Pellam Park,West Toronto,91.0,60.15625,Work,2.0,Fair,382119.0,43.67396203770001,-79.4602439114,0.03125,F,"(375000, 400000]"
128,Wexford/Maryvale,Scarborough,119.0,63.59375000000001,Work,2.0,Fair,422689.0,43.7485721411,-79.2986365699,0.03125,F,"(400000, 425000]"
131,Willowridge-Martingrove-Richview,Etobicoke,7.0,67.28125,Work,2.0,Fair,511637.0,43.6889054,-79.5547244,0.03125,F,"(500000, 525000]"
132,Woburn,Scarborough,137.0,67.84375,Work,1.0,Poor,316584.0,43.766740239300006,-79.2285857671,0.03125,F,"(300000, 325000]"
138,York University Heights,North York,27.0,49.93749999999999,Work,1.0,Poor,359372.0,43.765736490900004,-79.4888829298,0.03125,F,"(350000, 375000]"
10,Beechborough-Greenbrook,York,112.0,56.8125,Health,3.0,Good,440179.0,43.6932164866,-79.4794725057,0.03125,F,"(425000, 450000]"
13,Black Creek,North York,24.0,50.5,Health,1.0,Poor,235143.0,43.7648902472,-79.5219793188,0.03125,F,"(200000, 250000]"
18,Brookhaven-Amesbury,North York,30.0,54.1875,Health,1.0,Poor,352428.0,43.701326305600006,-79.485589259,0.03125,F,"(350000, 375000]"
20,Caledonia-Fairbank,York,109.0,63.4375,Health,1.0,Poor,400532.0,43.688568651000004,-79.4552120796,0.03125,F,"(400000, 425000]"
24,Clairlea-Birchmount,Scarborough,120.0,67.03125,Health,3.0,Good,387912.0,43.713592375,-79.28138178420001,0.03125,F,"(375000, 400000]"
33,Downsview-Roding-CFB,North York,26.0,63.6875,Health,3.0,Good,400486.0,43.7332923453,-79.4904973518,0.03125,F,"(400000, 425000]"
34,Dufferin Grove,West Toronto,83.0,63.03125000000001,Health,1.0,Poor,502736.0,43.6554283326,-79.4373410365,0.03125,F,"(500000, 525000]"
37,Eglinton East,Scarborough,138.0,57.21874999999999,Health,3.0,Good,274020.0,43.7409222979,-79.245598036,0.03125,F,"(250000, 300000]"
38,Elms-Old Rexdale,Etobicoke,5.0,64.65625,Health,3.0,Good,233832.0,43.721518868400004,-79.54898271649999,0.03125,F,"(200000, 250000]"
39,Englemount-Lawrence,North York,32.0,64.25,Health,1.0,Poor,577889.0,43.7203446653,-79.43740855,0.03125,F,"(575000, 600000]"
42,Flemingdon Park,North York,44.0,64.90625,Health,3.0,Good,204104.0,43.715929753999994,-79.3326459673,0.03125,F,"(200000, 250000]"
45,Glenfield-Jane Heights,North York,25.0,50.5,Health,1.0,Poor,304262.0,43.745635749799995,-79.5134653159,0.03125,F,"(300000, 325000]"
55,Humbermede,North York,22.0,64.0,Health,3.0,Good,314721.0,43.7434295175,-79.5423671192,0.03125,F,"(300000, 325000]"
57,Ionview,Scarborough,125.0,57.62500000000001,Health,1.0,Poor,330109.0,43.735364407700004,-79.27247049420001,0.03125,F,"(325000, 350000]"
61,Kennedy Park,Scarborough,124.0,63.84375,Health,3.0,Good,293600.0,43.725555723199996,-79.2603822071,0.03125,F,"(250000, 300000]"
63,Kingsview Village-The Westway,Etobicoke,6.0,67.84374999999999,Health,2.0,Fair,292861.0,43.698992572200005,-79.5478633059,0.03125,F,"(250000, 300000]"
80,Mount Dennis,York,115.0,60.40624999999999,Health,3.0,Good,273418.0,43.6881440868,-79.4999890581,0.03125,F,"(250000, 300000]"
81,Mount Olive-Silverstone-Jamestown,Etobicoke,2.0,61.21875,Health,2.0,Fair,251119.0,43.7468678027,-79.58725926460001,0.03125,F,"(250000, 300000]"
84,New Toronto,Etobicoke,18.0,59.84374999999999,Health,3.0,Good,460811.0,43.6005885981,-79.5103580889,0.03125,F,"(450000, 475000]"
86,Newtonbrook West,North York,36.0,63.12500000000001,Health,3.0,Good,557468.0,43.789053,-79.4084928,0.03125,F,"(550000, 575000]"
89,North St.James Town,Downtown Toronto,74.0,62.21875,Health,3.0,Good,489366.0,43.6696234081,-79.3752465775,0.03125,F,"(475000, 500000]"
90,O'Connor-Parkview,East York,54.0,53.625,Health,2.0,Fair,538203.0,43.6974081338,-79.2797083433,0.03125,F,"(525000, 550000]"
91,Oakridge,Scarborough,121.0,60.15625,Health,2.0,Fair,347446.0,43.6885655593,-79.4397854793,0.03125,F,"(325000, 350000]"
92,Oakwood Village,York,107.0,63.4375,Health,1.0,Poor,482040.0,43.7068004906,-79.3122277655,0.03125,F,"(475000, 500000]"
97,Playter Estates-Danforth,East Toronto,67.0,63.03125000000001,Health,1.0,Poor,842668.0,43.6797004697,-79.3548872857,0.03125,F,"(800000, 850000]"
100,Regent Park,Downtown Toronto,72.0,59.43750000000001,Health,1.0,Poor,484444.0,43.659992142200004,-79.3605088051,0.03125,F,"(475000, 500000]"
101,Rexdale-Kipling,Etobicoke,4.0,67.84375,Health,3.0,Good,392271.0,43.723725477200006,-79.5662284127,0.03125,F,"(375000, 400000]"
102,Rockcliffe-Smythe,York,111.0,63.84375,Health,3.0,Good,353967.0,43.6747904521,-79.4944204513,0.03125,F,"(350000, 375000]"
107,Rustic,North York,28.0,67.53125,Health,4.0,Excellent,493442.0,43.7116091166,-79.4980914696,0.03125,F,"(475000, 500000]"
108,Scarborough Village,Scarborough,139.0,53.78124999999999,Health,2.0,Fair,356096.0,43.7386518596,-79.216812619,0.03125,F,"(350000, 375000]"
109,South Parkdale,West Toronto,85.0,59.03125,Health,3.0,Good,500054.0,43.6366995242,-79.43933783119999,0.03125,F,"(500000, 525000]"
114,Tam O'Shanter-Sullivan,Scarborough,118.0,68.09375,Health,1.0,Poor,411143.0,43.7801298547,-79.3029187122,0.03125,F,"(400000, 425000]"
115,Taylor-Massey,East York,61.0,64.25,Health,2.0,Fair,254151.0,43.6949981893,-79.2959011188,0.03125,F,"(250000, 300000]"
117,Thistletown-Beaumond Heights,Etobicoke,3.0,68.0,Health,1.0,Poor,414216.0,43.737987917299996,-79.56349101720001,0.03125,F,"(400000, 425000]"
119,Trinity-Bellwoods,West Toronto,81.0,68.84374999999999,Health,2.0,Fair,723909.0,43.6501763,-79.4153421634,0.03125,F,"(700000, 750000]"
120,University,Downtown Toronto,79.0,62.78125,Health,1.0,Poor,773920.0,43.6625062026,-79.401179748,0.03125,F,"(750000, 800000]"
121,Victoria Village,North York,43.0,67.84375,Health,3.0,Good,365107.0,43.728489019399994,-79.31487382649999,0.03125,F,"(350000, 375000]"
123,West Hill,Scarborough,136.0,63.59374999999999,Health,3.0,Good,308229.0,43.7674902567,-79.1766760264,0.03125,F,"(300000, 325000]"
126,Weston,York,113.0,57.125,Health,1.0,Poor,280187.0,43.702716046300004,-79.5157225505,0.03125,F,"(250000, 300000]"
127,Weston-Pellam Park,West Toronto,91.0,60.15625,Health,1.0,Poor,382119.0,43.67396203770001,-79.4602439114,0.03125,F,"(375000, 400000]"
128,Wexford/Maryvale,Scarborough,119.0,63.59375000000001,Health,1.0,Poor,422689.0,43.7485721411,-79.2986365699,0.03125,F,"(400000, 425000]"
131,Willowridge-Martingrove-Richview,Etobicoke,7.0,67.28125,Health,3.0,Good,511637.0,43.6889054,-79.5547244,0.03125,F,"(500000, 525000]"
132,Woburn,Scarborough,137.0,67.84375,Health,3.0,Good,316584.0,43.766740239300006,-79.2285857671,0.03125,F,"(300000, 325000]"
138,York University Heights,North York,27.0,49.93749999999999,Health,1.0,Poor,359372.0,43.765736490900004,-79.4888829298,0.03125,F,"(350000, 375000]"
